transaction_amount,transaction_hour,customer_transaction_count,customer_average_amount,international_transaction,failed_transactions,amount_deviation,amount_ratio,high_amount_flag,night_transaction,failed_transaction_ratio,actual_fraud,fraud_probability,risk_score,risk_level
105.25,15,12,196.53,0,2,-91.28,0.5355416475856103,0,0,0.16666666666666666,0,0.045,4.5,Low Risk
215.9,12,5,61.29,0,2,154.61,3.522597487355197,1,0,0.4,0,0.045,4.5,Low Risk
28.02,0,24,97.79,0,3,-69.77000000000001,0.28653236527252274,0,1,0.125,0,0.045,4.5,Low Risk
102.92,7,33,90.09,0,1,12.829999999999998,1.1424131424131423,0,0,0.030303030303030304,0,0.045,4.5,Low Risk
265.09,17,15,153.38,0,1,111.70999999999998,1.7283218150997521,0,0,0.06666666666666667,0,0.045,4.5,Low Risk
122.25,1,19,220.92,0,2,-98.66999999999999,0.5533677349266704,0,1,0.10526315789473684,0,0.045,4.5,Low Risk
182.22,19,28,292.26,0,1,-110.03999999999999,0.623485937179224,0,0,0.03571428571428571,0,0.045,4.5,Low Risk
170.29,13,19,145.7,0,2,24.590000000000003,1.1687714481811942,0,0,0.10526315789473684,0,0.045,4.5,Low Risk
351.06,5,23,52.75,0,4,298.31,6.655165876777251,1,1,0.17391304347826086,0,0.045,4.5,Low Risk
124.34,19,15,134.01,0,2,-9.669999999999987,0.9278412058801583,0,0,0.13333333333333333,0,0.045,4.5,Low Risk
78.45,7,28,188.61,0,0,-110.16000000000001,0.415937649117226,0,0,0.0,0,0.045,4.5,Low Risk
30.74,11,15,87.34,0,4,-56.60000000000001,0.3519578658117701,0,0,0.26666666666666666,1,0.045,4.5,Low Risk
146.12,6,1,113.76,0,2,32.36,1.2844585091420535,0,0,2.0,0,0.045,4.5,Low Risk
81.74,15,27,46.55,0,3,35.19,1.7559613319011815,0,0,0.1111111111111111,0,0.045,4.5,Low Risk
153.92,17,28,44.38,0,3,109.53999999999999,3.468228931951329,1,0,0.10714285714285714,0,0.045,4.5,Low Risk
33.16,13,9,210.62,0,2,-177.46,0.15743993922704394,0,0,0.2222222222222222,0,0.045,4.5,Low Risk
175.28,16,1,58.17,0,3,117.11,3.01323706377858,1,0,3.0,0,0.045,4.5,Low Risk
142.75,5,16,58.47,0,3,84.28,2.4414229519411665,1,1,0.1875,0,0.045,4.5,Low Risk
80.1,9,21,81.95,1,1,-1.8500000000000085,0.9774252593044538,0,0,0.047619047619047616,0,0.045,4.5,Low Risk
251.19,4,17,95.07,0,1,156.12,2.642158409592932,1,1,0.058823529411764705,0,0.045,4.5,Low Risk
60.38,16,19,116.76,0,2,-56.38,0.5171291538198013,0,0,0.10526315789473684,0,0.045,4.5,Low Risk
262.63,21,26,35.31,1,0,227.32,7.437836306995185,1,0,0.0,0,0.045,4.5,Low Risk
180.4,16,14,55.72,0,3,124.68,3.237616654702082,1,0,0.21428571428571427,0,0.045,4.5,Low Risk
73.28,8,16,176.03,0,1,-102.75,0.41629267738453674,0,0,0.0625,0,0.045,4.5,Low Risk
111.86,13,9,153.05,0,3,-41.19000000000001,0.7308722639660241,0,0,0.3333333333333333,0,0.045,4.5,Low Risk
178.29,18,5,137.17,0,1,41.120000000000005,1.299774003061894,0,0,0.2,0,0.045,4.5,Low Risk
288.95,9,20,69.32,0,1,219.63,4.168349682631275,1,0,0.05,0,0.045,4.5,Low Risk
100.04,3,28,67.66,0,1,32.38000000000001,1.478569317174106,0,1,0.03571428571428571,0,0.045,4.5,Low Risk
235.0,16,22,55.27,1,2,179.73,4.251854532296001,1,0,0.09090909090909091,1,0.045,4.5,Low Risk
278.36,8,27,66.79,0,0,211.57,4.1676897739182515,1,0,0.0,0,0.045,4.5,Low Risk
130.83,0,16,19.16,0,3,111.67000000000002,6.828288100208769,1,1,0.1875,0,0.04,4.0,Low Risk
208.22,16,28,130.41,0,0,77.81,1.5966566981059735,0,0,0.0,0,0.04,4.0,Low Risk
58.01,5,24,35.44,0,2,22.57,1.6368510158013545,0,1,0.08333333333333333,0,0.04,4.0,Low Risk
178.51,15,37,106.34,0,1,72.16999999999999,1.678672183562159,0,0,0.02702702702702703,0,0.04,4.0,Low Risk
47.62,16,19,99.03,0,1,-51.410000000000004,0.4808643845299404,0,0,0.05263157894736842,0,0.04,4.0,Low Risk
67.06,1,16,94.42,0,3,-27.36,0.7102308832874391,0,1,0.1875,0,0.04,4.0,Low Risk
94.46,13,27,62.8,1,3,31.659999999999997,1.504140127388535,0,0,0.1111111111111111,0,0.04,4.0,Low Risk
177.06,21,16,292.95,0,2,-115.88999999999999,0.6044034818228367,0,0,0.125,0,0.04,4.0,Low Risk
93.29,16,23,98.31,0,1,-5.019999999999996,0.9489370359068254,0,0,0.043478260869565216,0,0.04,4.0,Low Risk
87.15,17,26,195.56,0,1,-108.41,0.44564328083452653,0,0,0.038461538461538464,0,0.04,4.0,Low Risk
228.55,11,42,151.37,0,0,77.18,1.509876461650261,0,0,0.0,0,0.04,4.0,Low Risk
41.18,3,5,134.84,1,0,-93.66,0.3053989913972115,0,1,0.0,0,0.04,4.0,Low Risk
378.78,21,5,176.52,0,1,202.25999999999996,2.1458191706322225,1,0,0.2,0,0.04,4.0,Low Risk
47.55,1,16,167.22,1,0,-119.67,0.28435593828489414,0,1,0.0,0,0.04,4.0,Low Risk
474.24,0,31,86.33,0,1,387.91,5.493339511178038,1,1,0.03225806451612903,0,0.04,4.0,Low Risk
94.6,2,18,25.46,0,0,69.13999999999999,3.7156323644933225,1,1,0.0,0,0.04,4.0,Low Risk
25.21,9,19,111.1,0,1,-85.88999999999999,0.22691269126912694,0,0,0.05263157894736842,0,0.04,4.0,Low Risk
294.09,9,24,158.91,0,0,135.17999999999998,1.8506701906739662,0,0,0.0,0,0.04,4.0,Low Risk
30.63,23,17,144.04,0,2,-113.41,0.21264926409330742,0,1,0.11764705882352941,0,0.04,4.0,Low Risk
29.11,23,23,111.91,0,1,-82.8,0.26011973907604324,0,1,0.043478260869565216,0,0.04,4.0,Low Risk
129.15,16,25,244.92,0,0,-115.76999999999998,0.5273150416462519,0,0,0.0,0,0.04,4.0,Low Risk
167.23,0,24,143.98,0,1,23.25,1.1614807612168356,0,1,0.041666666666666664,0,0.04,4.0,Low Risk
293.5,5,19,203.1,0,1,90.4,1.445100935499754,0,1,0.05263157894736842,0,0.04,4.0,Low Risk
76.19,17,12,261.75,0,1,-185.56,0.2910792741165234,0,0,0.08333333333333333,0,0.04,4.0,Low Risk
52.99,4,18,59.71,0,1,-6.719999999999999,0.8874560375146542,0,1,0.05555555555555555,0,0.04,4.0,Low Risk
215.04,0,6,87.34,0,4,127.69999999999999,2.4621021296084264,1,1,0.6666666666666666,0,0.04,4.0,Low Risk
115.17,13,6,112.96,0,3,2.210000000000008,1.019564447592068,0,0,0.5,0,0.04,4.0,Low Risk
46.64,21,25,142.41,0,1,-95.77,0.3275050909346254,0,0,0.04,0,0.04,4.0,Low Risk
71.28,22,38,140.08,0,6,-68.80000000000001,0.5088520845231296,0,0,0.15789473684210525,0,0.04,4.0,Low Risk
113.84,10,13,200.89,0,0,-87.04999999999998,0.5666782816466723,0,0,0.0,0,0.04,4.0,Low Risk
69.41,14,17,51.69,0,2,17.72,1.342812923195976,0,0,0.11764705882352941,0,0.04,4.0,Low Risk
181.23,3,31,163.79,0,3,17.439999999999998,1.106477806947921,0,1,0.0967741935483871,0,0.04,4.0,Low Risk
40.57,17,6,208.6,0,0,-168.03,0.1944870565675935,0,0,0.0,0,0.04,4.0,Low Risk
83.36,13,16,476.24,0,2,-392.88,0.1750377960692088,0,0,0.125,0,0.04,4.0,Low Risk
194.43,4,12,83.08,0,4,111.35000000000001,2.3402744342802118,1,1,0.3333333333333333,0,0.04,4.0,Low Risk
262.34,12,34,59.3,1,2,203.03999999999996,4.423946037099494,1,0,0.058823529411764705,0,0.04,4.0,Low Risk
160.19,2,15,91.22,0,1,68.97,1.756084192063144,0,1,0.06666666666666667,0,0.04,4.0,Low Risk
45.72,10,18,206.29,1,2,-160.57,0.22162974453439332,0,0,0.1111111111111111,0,0.04,4.0,Low Risk
102.13,23,1,152.83,0,3,-50.70000000000002,0.6682588497022836,0,1,3.0,0,0.04,4.0,Low Risk
79.48,15,38,25.48,0,4,54.0,3.119309262166405,1,0,0.10526315789473684,0,0.04,4.0,Low Risk
219.23,18,16,103.6,0,2,115.63,2.116119691119691,1,0,0.125,0,0.04,4.0,Low Risk
308.76,1,29,55.19,0,1,253.57,5.594491755752854,1,1,0.034482758620689655,0,0.04,4.0,Low Risk
104.16,6,38,115.57,0,0,-11.409999999999997,0.9012719563900666,0,0,0.0,0,0.04,4.0,Low Risk
67.75,23,25,170.89,0,0,-103.13999999999999,0.3964538592076775,0,1,0.0,0,0.04,4.0,Low Risk
211.47,14,23,47.9,0,2,163.57,4.41482254697286,1,0,0.08695652173913043,0,0.04,4.0,Low Risk
38.41,22,20,109.03,1,4,-70.62,0.3522883610015592,0,0,0.2,0,0.04,4.0,Low Risk
145.99,13,38,172.55,1,3,-26.560000000000002,0.846073601854535,0,0,0.07894736842105263,0,0.04,4.0,Low Risk
76.47,4,40,87.28,0,0,-10.810000000000002,0.8761457378551787,0,1,0.0,0,0.04,4.0,Low Risk
122.38,14,25,27.95,0,3,94.42999999999999,4.378533094812164,1,0,0.12,0,0.04,4.0,Low Risk
181.27,20,6,160.89,0,0,20.380000000000024,1.1266703959226803,0,0,0.0,0,0.04,4.0,Low Risk
110.45,22,23,101.76,1,0,8.689999999999998,1.0853970125786163,0,0,0.0,0,0.04,4.0,Low Risk
117.91,5,46,214.87,0,0,-96.96000000000001,0.548750407222972,0,1,0.0,0,0.04,4.0,Low Risk
55.24,7,25,89.8,0,2,-34.559999999999995,0.6151447661469933,0,0,0.08,0,0.04,4.0,Low Risk
94.36,21,4,154.29,0,2,-59.92999999999999,0.6115756043813598,0,0,0.5,0,0.04,4.0,Low Risk
181.18,17,26,156.65,0,1,24.53,1.1565911267156082,0,0,0.038461538461538464,0,0.04,4.0,Low Risk
88.01,6,12,104.4,0,1,-16.39,0.8430076628352491,0,0,0.08333333333333333,0,0.04,4.0,Low Risk
99.16,22,25,94.11,0,1,5.049999999999997,1.0536606099245562,0,0,0.04,0,0.04,4.0,Low Risk
98.55,11,25,100.66,0,1,-2.1099999999999994,0.9790383469103914,0,0,0.04,0,0.04,4.0,Low Risk
48.67,7,21,107.78,0,1,-59.11,0.45156800890703286,0,0,0.047619047619047616,0,0.04,4.0,Low Risk
232.73,3,19,46.25,0,1,186.48,5.032,1,1,0.05263157894736842,0,0.04,4.0,Low Risk
24.77,10,12,68.04,1,0,-43.27000000000001,0.3640505584950029,0,0,0.0,0,0.04,4.0,Low Risk
135.55,3,31,139.13,0,1,-3.579999999999984,0.9742686695895926,0,1,0.03225806451612903,0,0.04,4.0,Low Risk
59.81,7,34,81.67,0,1,-21.86,0.7323374556140566,0,0,0.029411764705882353,0,0.04,4.0,Low Risk
19.28,14,17,98.23,0,4,-78.95,0.19627405069734297,0,0,0.23529411764705882,0,0.04,4.0,Low Risk
355.48,9,32,54.69,1,0,300.79,6.499908575607972,1,0,0.0,0,0.04,4.0,Low Risk
76.34,11,20,171.97,0,1,-95.63,0.4439146362737687,0,0,0.05,0,0.04,4.0,Low Risk
91.05,8,17,219.59,0,3,-128.54000000000002,0.41463636777631036,0,0,0.17647058823529413,0,0.04,4.0,Low Risk
105.36,6,8,99.25,0,2,6.109999999999999,1.0615617128463477,0,0,0.25,0,0.04,4.0,Low Risk
269.21,19,11,156.03,0,1,113.17999999999998,1.7253733256425046,0,0,0.09090909090909091,0,0.04,4.0,Low Risk
74.68,1,19,92.78,0,3,-18.099999999999994,0.8049148523388662,0,1,0.15789473684210525,0,0.04,4.0,Low Risk
23.93,11,23,100.23,0,2,-76.30000000000001,0.2387508729921181,0,0,0.08695652173913043,0,0.04,4.0,Low Risk
83.3,21,16,180.83,0,1,-97.53000000000002,0.46065365260189123,0,0,0.0625,0,0.04,4.0,Low Risk
98.97,15,28,227.24,0,0,-128.27,0.43553071642316493,0,0,0.0,0,0.04,4.0,Low Risk
589.51,20,14,95.07,0,4,494.44,6.200799410960346,1,0,0.2857142857142857,0,0.04,4.0,Low Risk
91.18,12,21,213.52,0,1,-122.34,0.42703259647808167,0,0,0.047619047619047616,0,0.04,4.0,Low Risk
52.46,21,20,86.32,0,2,-33.85999999999999,0.6077386468952735,0,0,0.1,0,0.04,4.0,Low Risk
124.7,4,25,32.6,0,1,92.1,3.8251533742331287,1,1,0.04,0,0.04,4.0,Low Risk
105.87,11,3,227.68,0,0,-121.81,0.4649947294448349,0,0,0.0,0,0.04,4.0,Low Risk
140.65,18,19,51.05,0,2,89.60000000000001,2.755142017629775,1,0,0.10526315789473684,0,0.04,4.0,Low Risk
97.07,2,33,118.69,0,1,-21.620000000000005,0.817844805796613,0,1,0.030303030303030304,0,0.04,4.0,Low Risk
113.73,17,22,194.57,0,0,-80.83999999999999,0.5845197101300303,0,0,0.0,0,0.04,4.0,Low Risk
100.04,7,28,87.09,0,3,12.950000000000003,1.148696750488001,0,0,0.10714285714285714,0,0.04,4.0,Low Risk
30.59,0,15,75.01,0,1,-44.42,0.4078122916944407,0,1,0.06666666666666667,0,0.04,4.0,Low Risk
62.16,9,29,185.4,0,0,-123.24000000000001,0.3352750809061488,0,0,0.0,0,0.04,4.0,Low Risk
140.91,14,24,125.63,0,1,15.280000000000001,1.1216269999204012,0,0,0.041666666666666664,0,0.04,4.0,Low Risk
151.5,5,25,70.33,0,4,81.17,2.154130527513152,1,1,0.16,0,0.04,4.0,Low Risk
71.51,18,25,69.55,0,1,1.960000000000008,1.028181164629763,0,0,0.04,0,0.04,4.0,Low Risk
101.26,11,22,67.45,0,6,33.81,1.5012601927353595,0,0,0.2727272727272727,0,0.04,4.0,Low Risk
432.16,6,9,38.24,0,3,393.92,11.301255230125523,1,0,0.3333333333333333,0,0.04,4.0,Low Risk
81.52,2,29,81.25,0,2,0.269999999999996,1.003323076923077,0,1,0.06896551724137931,0,0.04,4.0,Low Risk
112.67,21,19,179.04,0,0,-66.36999999999999,0.6293007149240394,0,0,0.0,0,0.04,4.0,Low Risk
113.42,18,21,33.72,0,4,79.7,3.3635824436536184,1,0,0.19047619047619047,0,0.04,4.0,Low Risk
128.48,11,7,46.21,0,0,82.26999999999998,2.780350573468946,1,0,0.0,0,0.04,4.0,Low Risk
92.03,4,30,79.2,0,1,12.829999999999998,1.1619949494949495,0,1,0.03333333333333333,0,0.04,4.0,Low Risk
85.1,20,13,220.7,0,1,-135.6,0.3855913004077934,0,0,0.07692307692307693,0,0.04,4.0,Low Risk
226.42,11,5,85.37,0,0,141.04999999999998,2.652219749326461,1,0,0.0,0,0.04,4.0,Low Risk
136.09,1,20,64.17,1,3,71.92,2.1207729468599035,1,1,0.15,0,0.04,4.0,Low Risk
80.67,2,38,25.63,0,2,55.040000000000006,3.147483417869684,1,1,0.05263157894736842,0,0.04,4.0,Low Risk
157.07,3,18,173.82,0,2,-16.75,0.9036359452306985,0,1,0.1111111111111111,0,0.04,4.0,Low Risk
173.84,5,15,77.17,0,0,96.67,2.252688868731372,1,1,0.0,0,0.04,4.0,Low Risk
133.37,4,31,182.64,0,2,-49.26999999999998,0.730234340779676,0,1,0.06451612903225806,0,0.04,4.0,Low Risk
214.83,7,16,139.08,0,0,75.75,1.5446505608283,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
148.17,23,26,95.43,0,3,52.73999999999998,1.5526563973593208,0,1,0.11538461538461539,0,0.035,3.5000000000000004,Low Risk
305.92,3,13,112.16,0,1,193.76000000000002,2.72753209700428,1,1,0.07692307692307693,0,0.035,3.5000000000000004,Low Risk
266.13,6,21,551.58,0,1,-285.45000000000005,0.4824866746437506,0,0,0.047619047619047616,0,0.035,3.5000000000000004,Low Risk
177.82,5,29,81.84,0,0,95.97999999999999,2.1727761485826,1,1,0.0,0,0.035,3.5000000000000004,Low Risk
122.15,15,15,228.86,0,0,-106.71000000000001,0.5337324128288037,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
241.99,9,33,198.63,0,1,43.360000000000014,1.2182953229622917,0,0,0.030303030303030304,0,0.035,3.5000000000000004,Low Risk
62.53,11,20,85.6,0,2,-23.069999999999993,0.7304906542056075,0,0,0.1,0,0.035,3.5000000000000004,Low Risk
137.85,6,29,92.04,0,1,45.80999999999999,1.4977183833116035,0,0,0.034482758620689655,0,0.035,3.5000000000000004,Low Risk
329.33,16,8,26.08,1,1,303.25,12.627684049079754,1,0,0.125,0,0.035,3.5000000000000004,Low Risk
30.88,19,14,74.14,0,0,-43.260000000000005,0.41650930671702185,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
180.52,18,20,140.42,0,1,40.10000000000002,1.2855718558609885,0,0,0.05,1,0.035,3.5000000000000004,Low Risk
211.68,6,16,69.96,0,2,141.72000000000003,3.0257289879931393,1,0,0.125,0,0.035,3.5000000000000004,Low Risk
63.99,12,9,88.72,0,1,-24.729999999999997,0.721257889990983,0,0,0.1111111111111111,0,0.035,3.5000000000000004,Low Risk
169.04,7,22,99.36,0,4,69.67999999999999,1.7012882447665056,0,0,0.18181818181818182,0,0.035,3.5000000000000004,Low Risk
158.33,13,36,32.77,1,2,125.56,4.831553249923711,1,0,0.05555555555555555,0,0.035,3.5000000000000004,Low Risk
66.04,13,24,44.24,0,2,21.800000000000004,1.4927667269439422,0,0,0.08333333333333333,0,0.035,3.5000000000000004,Low Risk
167.4,1,21,104.96,0,2,62.44000000000001,1.594893292682927,0,1,0.09523809523809523,0,0.035,3.5000000000000004,Low Risk
75.7,17,39,83.7,0,2,-8.0,0.9044205495818399,0,0,0.05128205128205128,0,0.035,3.5000000000000004,Low Risk
437.96,15,5,81.25,0,2,356.71,5.3902769230769225,1,0,0.4,0,0.035,3.5000000000000004,Low Risk
36.18,23,26,117.3,0,0,-81.12,0.30843989769820973,0,1,0.0,0,0.035,3.5000000000000004,Low Risk
104.25,12,13,176.39,0,2,-72.13999999999999,0.59101989908725,0,0,0.15384615384615385,0,0.035,3.5000000000000004,Low Risk
309.47,8,33,78.12,0,3,231.35000000000002,3.9614695340501793,1,0,0.09090909090909091,0,0.035,3.5000000000000004,Low Risk
167.16,6,40,141.43,0,1,25.72999999999999,1.1819274552782295,0,0,0.025,0,0.035,3.5000000000000004,Low Risk
126.91,11,27,44.21,0,3,82.69999999999999,2.870617507351278,1,0,0.1111111111111111,0,0.035,3.5000000000000004,Low Risk
138.58,4,12,136.79,0,3,1.7900000000000205,1.0130857518824476,0,1,0.25,0,0.035,3.5000000000000004,Low Risk
169.43,13,19,39.85,0,2,129.58,4.251693851944793,1,0,0.10526315789473684,0,0.035,3.5000000000000004,Low Risk
26.8,6,23,95.91,0,0,-69.11,0.2794286310082369,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
63.87,2,32,66.67,0,0,-2.8000000000000043,0.9580020998950052,0,1,0.0,0,0.035,3.5000000000000004,Low Risk
90.94,0,15,306.73,1,3,-215.79000000000002,0.2964822482313435,0,1,0.2,0,0.035,3.5000000000000004,Low Risk
99.82,20,20,48.3,0,3,51.519999999999996,2.0666666666666664,1,0,0.15,0,0.035,3.5000000000000004,Low Risk
138.68,6,25,65.05,0,4,73.63000000000001,2.131898539584935,1,0,0.16,0,0.035,3.5000000000000004,Low Risk
51.76,3,20,77.01,0,1,-25.250000000000007,0.6721205038306712,0,1,0.05,1,0.035,3.5000000000000004,Low Risk
130.47,2,11,89.44,0,0,41.03,1.4587432915921288,0,1,0.0,0,0.035,3.5000000000000004,Low Risk
220.57,19,18,262.93,0,1,-42.360000000000014,0.8388924808884494,0,0,0.05555555555555555,0,0.035,3.5000000000000004,Low Risk
216.42,10,27,191.27,0,1,25.149999999999977,1.131489517436085,0,0,0.037037037037037035,0,0.035,3.5000000000000004,Low Risk
88.1,18,11,134.91,0,3,-46.81,0.6530279445556296,0,0,0.2727272727272727,0,0.035,3.5000000000000004,Low Risk
29.86,5,46,116.55,0,1,-86.69,0.2561990561990562,0,1,0.021739130434782608,0,0.035,3.5000000000000004,Low Risk
51.71,11,21,158.69,0,3,-106.97999999999999,0.32585544142668094,0,0,0.14285714285714285,0,0.035,3.5000000000000004,Low Risk
327.51,19,25,125.48,1,0,202.02999999999997,2.6100573796620976,1,0,0.0,0,0.035,3.5000000000000004,Low Risk
47.74,17,12,168.04,1,0,-120.29999999999998,0.2840990240418948,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
90.7,14,16,237.2,0,0,-146.5,0.3823777403035413,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
44.15,6,4,99.41,0,2,-55.26,0.4441203098279851,0,0,0.5,0,0.035,3.5000000000000004,Low Risk
96.0,4,16,182.16,0,2,-86.16,0.5270092226613966,0,1,0.125,0,0.035,3.5000000000000004,Low Risk
140.09,17,23,123.42,0,2,16.67,1.1350672500405121,0,0,0.08695652173913043,0,0.035,3.5000000000000004,Low Risk
22.11,12,23,227.45,1,2,-205.33999999999997,0.09720817762145527,0,0,0.08695652173913043,0,0.035,3.5000000000000004,Low Risk
123.68,11,13,109.39,0,3,14.290000000000006,1.130633513118201,0,0,0.23076923076923078,0,0.035,3.5000000000000004,Low Risk
171.36,14,32,105.86,0,3,65.50000000000001,1.618741734366144,0,0,0.09375,0,0.035,3.5000000000000004,Low Risk
42.12,21,25,140.49,0,0,-98.37,0.2998078155028827,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
91.98,2,1,98.15,1,2,-6.170000000000002,0.9371370351502801,0,1,2.0,0,0.035,3.5000000000000004,Low Risk
35.85,9,22,138.57,0,0,-102.72,0.25871400736090067,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
112.5,5,19,39.16,0,2,73.34,2.872829417773238,1,1,0.10526315789473684,0,0.035,3.5000000000000004,Low Risk
93.7,4,14,287.33,0,3,-193.63,0.32610587129781093,0,1,0.21428571428571427,0,0.035,3.5000000000000004,Low Risk
211.62,19,23,94.08,0,1,117.54,2.2493622448979593,1,0,0.043478260869565216,0,0.035,3.5000000000000004,Low Risk
41.46,7,12,176.33,1,2,-134.87,0.2351273180967504,0,0,0.16666666666666666,0,0.035,3.5000000000000004,Low Risk
194.19,16,33,142.76,0,1,51.43000000000001,1.3602549733818998,0,0,0.030303030303030304,0,0.035,3.5000000000000004,Low Risk
71.92,19,24,95.9,0,1,-23.980000000000004,0.7499478623566215,0,0,0.041666666666666664,0,0.035,3.5000000000000004,Low Risk
206.1,16,34,37.31,1,3,168.79,5.5239882069150354,1,0,0.08823529411764706,0,0.035,3.5000000000000004,Low Risk
94.22,0,22,167.49,0,2,-73.27000000000001,0.5625410472267001,0,1,0.09090909090909091,0,0.035,3.5000000000000004,Low Risk
258.92,3,26,113.36,0,1,145.56,2.2840508115737475,1,1,0.038461538461538464,0,0.035,3.5000000000000004,Low Risk
324.26,10,18,97.3,0,1,226.95999999999998,3.332579650565262,1,0,0.05555555555555555,0,0.035,3.5000000000000004,Low Risk
93.77,18,12,145.75,0,3,-51.980000000000004,0.6433619210977701,0,0,0.25,0,0.035,3.5000000000000004,Low Risk
147.72,12,30,48.61,0,3,99.11,3.0388808887060277,1,0,0.1,0,0.035,3.5000000000000004,Low Risk
53.47,7,12,116.83,0,2,-63.36,0.4576735427544295,0,0,0.16666666666666666,0,0.035,3.5000000000000004,Low Risk
68.86,16,30,81.82,0,2,-12.959999999999994,0.8416035199217796,0,0,0.06666666666666667,0,0.035,3.5000000000000004,Low Risk
81.47,11,17,166.68,0,3,-85.21000000000001,0.4887808975281977,0,0,0.17647058823529413,0,0.035,3.5000000000000004,Low Risk
205.67,7,42,167.51,0,0,38.16,1.2278072950868604,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
61.82,1,16,372.02,0,1,-310.2,0.166173861620343,0,1,0.0625,0,0.035,3.5000000000000004,Low Risk
120.46,11,21,174.86,0,4,-54.40000000000002,0.6888939723207136,0,0,0.19047619047619047,0,0.035,3.5000000000000004,Low Risk
94.73,19,36,99.71,0,0,-4.97999999999999,0.9500551599638954,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
140.96,22,9,50.9,0,1,90.06,2.769351669941061,1,0,0.1111111111111111,0,0.035,3.5000000000000004,Low Risk
102.07,20,22,227.34,0,2,-125.27000000000001,0.4489751033694026,0,0,0.09090909090909091,0,0.035,3.5000000000000004,Low Risk
145.04,23,41,132.5,0,0,12.539999999999992,1.094641509433962,0,1,0.0,0,0.035,3.5000000000000004,Low Risk
83.75,17,19,109.47,0,1,-25.72,0.765049785329314,0,0,0.05263157894736842,0,0.035,3.5000000000000004,Low Risk
232.99,17,11,53.96,0,2,179.03,4.3178280207561155,1,0,0.18181818181818182,0,0.035,3.5000000000000004,Low Risk
53.53,0,1,94.31,0,1,-40.78,0.5675962252147174,0,1,1.0,0,0.035,3.5000000000000004,Low Risk
143.11,8,27,49.78,0,2,93.33000000000001,2.874849337083166,1,0,0.07407407407407407,0,0.035,3.5000000000000004,Low Risk
120.81,0,32,93.43,0,3,27.379999999999995,1.293053623033287,0,1,0.09375,0,0.035,3.5000000000000004,Low Risk
366.42,3,25,48.03,0,0,318.39,7.62898188632105,1,1,0.0,0,0.035,3.5000000000000004,Low Risk
175.41,15,23,61.42,0,0,113.99,2.855910126994464,1,0,0.0,0,0.035,3.5000000000000004,Low Risk
33.43,7,31,310.0,0,2,-276.57,0.10783870967741935,0,0,0.06451612903225806,0,0.035,3.5000000000000004,Low Risk
118.79,21,34,150.26,0,0,-31.469999999999985,0.7905630240915746,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
101.37,22,9,80.36,1,1,21.010000000000005,1.261448481831757,0,0,0.1111111111111111,0,0.035,3.5000000000000004,Low Risk
159.44,2,8,146.09,0,1,13.349999999999994,1.0913820247792456,0,1,0.125,0,0.035,3.5000000000000004,Low Risk
33.17,18,7,212.4,0,2,-179.23000000000002,0.15616760828625237,0,0,0.2857142857142857,0,0.035,3.5000000000000004,Low Risk
382.03,1,26,52.49,1,2,329.53999999999996,7.278148218708324,1,1,0.07692307692307693,0,0.035,3.5000000000000004,Low Risk
84.94,0,11,140.33,0,1,-55.390000000000015,0.6052875365210575,0,1,0.09090909090909091,0,0.035,3.5000000000000004,Low Risk
153.23,1,21,65.11,0,3,88.11999999999999,2.353401935186607,1,1,0.14285714285714285,0,0.035,3.5000000000000004,Low Risk
72.37,4,7,70.63,1,1,1.740000000000009,1.024635424040776,0,1,0.14285714285714285,0,0.035,3.5000000000000004,Low Risk
122.22,5,16,86.58,0,1,35.64,1.4116424116424116,0,1,0.0625,0,0.035,3.5000000000000004,Low Risk
52.78,0,8,272.11,0,5,-219.33,0.1939656756458785,0,1,0.625,0,0.035,3.5000000000000004,Low Risk
273.52,17,25,295.56,0,0,-22.04000000000002,0.9254296927865746,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
85.75,18,22,328.85,1,0,-243.10000000000002,0.26075718412650145,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
228.06,10,18,61.67,0,3,166.39,3.698070374574347,1,0,0.16666666666666666,0,0.035,3.5000000000000004,Low Risk
84.6,18,14,104.26,1,0,-19.66000000000001,0.81143295607136,0,0,0.0,0,0.035,3.5000000000000004,Low Risk
37.64,4,25,192.66,0,1,-155.01999999999998,0.19537008200975814,0,1,0.04,0,0.035,3.5000000000000004,Low Risk
385.61,3,9,73.75,0,4,311.86,5.2286101694915255,1,1,0.4444444444444444,0,0.035,3.5000000000000004,Low Risk
90.46,4,11,102.72,0,1,-12.260000000000005,0.8806464174454828,0,1,0.09090909090909091,0,0.035,3.5000000000000004,Low Risk
63.87,10,27,48.97,0,1,14.899999999999999,1.3042679191341637,0,0,0.037037037037037035,0,0.035,3.5000000000000004,Low Risk
